Sample Name,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-B,PosMSMSALL-CAS9-B,PosMSMSALL-CAV_A,PosMSMSALL-CAV_A,PosMSMSALL-CAV_B,PosMSMSALL-CAV_B,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_B,PosMSMSALL-CAVIN_B,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-B,PosMSMSALL-CERS5-B,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-B,PosMSMSALL-Flot2-B,PosMSMSALL-RAJU-Blank,PosMSMSALL-RAJU-Blank,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_B,PosMSMSALL-SPTLC_B,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-B,PosMSMSALL-UGCG-B,PosMSMSALL-WT_A,PosMSMSALL-WT_A,PosMSMSALL-WT_B,PosMSMSALL-WT_B
"SGalCer 32:4;3 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",19.1574,0,30.9214,32,28,24,0,0,28,33.7716,0,0,9.9022,18.7293,31.9914,47.5583,0,0,0,26.9957,0,0,0,0,49.2693,45.0094,0,0,0,0,0,11.7536,0,0,22.4218,29.5375,0,0,0,0,0,0
"SGalCer 32:4;3 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",0,0,0,16.2798,0,10.2098,0,0,8.2448,0,0,0,16.9995,0,7.3837,8.5554,0,0,0,0,0,0,14.7285,11.7361,0,0,0,0,0,0,0,0,0,0,8.8201,0,0,0,0,0,0,0
SGalCer 32:4;3 (LCB 18:0;2-H2O),23.6923,0,0,19.12,0,0,16.5811,21.1676,0,0,0,0,0,0,0,0,0,0,26.2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4101,0,0,0,0,0
SGalCer 32:3;3 (LCB 18:0;2-H2O),17.9801,0,0,0,0,0,0,27.9071,0,0,0,0,0,0,0,0,0,0,14.0774,24.7776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7548,0,0,0,0,0,0
SGalCer 32:1;3 (LCB 18:0;2-2H2O),42,0,34,32.9861,28,24.9163,0,0,32.9082,29,22,46.9968,0,0,0,0,40,29.9981,0,0,25,44,34,45.4952,39.9434,0,23,27,0,0,0,30,30.2325,35.8338,24.9593,0,0,0,35,38,38,0
SGalCer 34:3;2 (LCB 18:0;2-H2O),27,0,0,0,0,0,21.995,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGalCer 34:1;2 (LCB 18:0;2-H2O),21.574,11.4304,0,0,0,0,35.8384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGalCer 34:0;2 (LCB 17:0;2-2H2O),10,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGalCer 32:1;4 (LCB 18:0;2-2H2O),32,25,30,34,22,0,0,26.3781,0,7.5873,24,29,13.9926,27.5856,49.9956,40,49,29,32.2927,57.3903,30,25,29,37,6.9228,0.4868,37,41.2517,0,0,18.5664,4.5667,29.9633,0,34,13.8458,37,39,32,17.7804,28,25
"SGalCer 32:1;4 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",109,79,74,71,164.1424,190.6172,107.4451,139.819,53.5163,83.7797,84.5311,129.9406,91,81.9199,103,92,52,79,57,59,118.819,118,140.4451,152,128,94,104.8694,130,0,0,30,12,30,22,0,0,0,0,40.8902,45,35,0
SGalCer 34:4;3 (LCB 18:0;2-H2O),23,0,0,0,0,0,21.1421,25.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGalCer 34:3;3 (LCB 18:0;2-2H2O),33.9934,0,29.9938,0,41.9567,0,0,0,0,21.9984,0,0,0,0,0,0,0,0,0,0,33.9938,81.9949,39.943,33.9402,0,0,29.9924,0,0,0,0,0,0,0,24.993,21.6581,0,29.992,48.9934,6.5731,37.9942,32.9949
"SGalCer 34:2;3 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",22,0,0,0,0,0,0,0,9.1856,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,38.5396,26.1028,0,0,0,0,0,0,0,0,37.7917,27.8919,0,0,0,0,0,0
"SGalCer 36:1;2 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",22,0,0,0,37,37,23,37,23,25,0,35,0,0,0,0,0,0,0,0,0,0,22,0,28,34,22,23,0,0,0,0,0,22,0,0,0,0,0,0,0,0
SGalCer 36:1;2 (LCB 18:0;2-H2O),25,15.4451,0,0,0,0,25.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
SGalCer 34:2;4 (LCB 18:0;2-2H2O),28,43,32,44,0,0,24,0,25,22.1413,25,0,26.2685,21.1095,29.3003,24.0679,25,30,42,0,20,0,24.3005,41.2413,15.5688,0,55,37,0,0,0,0,23.453,0,0,25.6669,0,27,49,44,34,59
"SGalCer 34:2;4 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",300.196,339,429,341,639.601,586.766,502.9373,506.9309,475.6594,480.3711,544,454.2209,339,336,361,343,164,121,145,170,370.399,475,316.196,421,417.9767,319.7574,476.196,409.6594,0,0,270,270,308,296.8508,0,0,0,0,321,403,318,307
"SGalCer 34:2;4 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",26.9336,40,38.9459,35,66,91,56.9705,67,53.8407,64,52,57,37.8803,38.9091,27.9263,29.964,0,0,0,0,47,44,35,36.8321,43.8384,36.41,38,34,0,0,0,25,23,38,0,0,0,0,27,54,40,30
SGalCer 36:0;2 (LCB 17:0;2-2H2O),21.9531,24,35,25,43,32.8999,22,38,25,34.7568,35,25,0,0,0,23,0,0,0,0,27,27,24,23,0,35,0,0,0,0,0,0,0,26.9954,0,0,0,0,0,25,0,0
"SGalCer 34:1;4 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",155.6021,214.6259,237.4116,172.1989,171.7508,154.598,132.7158,145.2095,177.0824,124.2636,97.8599,151.9459,327.6259,233.2664,270.9291,303.7719,158.9872,195.1674,176.0435,138.7062,308.5007,371.5909,313.1862,306.1195,289.1,361.7123,359.0274,374.173,0,0,104.3569,80.3569,69.2442,88.6943,0,0,0,0,144.4688,207.9624,97.1093,116.4577
"SGalCer 34:1;4 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",12.8538,12.991,14.5447,0,0,0,0,0,0,19.1061,11.5237,0,35.2733,19.564,34.3325,17.2622,0,23,25,33,13.3145,18.8902,15.4227,15.6518,10.9725,13.8611,35.0415,14.924,0,0,0,0,14.9199,5.0415,0,0,0,0,0,0,0,0
