Sample Name,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_B,NegMSMSALL-CAS9_B,NegMSMSALL-CAV_A,NegMSMSALL-CAV_A,NegMSMSALL-CAV_B,NegMSMSALL-CAV_B,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_B,NegMSMSALL-CAVIN_B,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_B,NegMSMSALL-CERS5_B,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_B,NegMSMSALL-Flot2_B,NegMSMSALL-RAJU-Blank,NegMSMSALL-RAJU-Blank,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_B,NegMSMSALL-SPTLC_B,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_B,NegMSMSALL-UGCG_B,NegMSMSALL-WT_A,NegMSMSALL-WT_A,NegMSMSALL-WT_B,NegMSMSALL-WT_B
"LPI 28:5 (PI,PIP,PIP2)",111.3044,74.076,78.525,140.744,139.8106,126.4005,76.826,84.6482,100.2279,101.7003,123.5414,172.1074,40.5909,26.4159,19.1983,41.0613,62.7421,27.2065,44.1298,47.8031,31.7414,36.2895,60.5084,27.383,143.4451,175.4229,13.804,32.8111,101.2416,94.2416,158.5311,166.7653,87.2049,133.8922,82.7514,44.5235,73.96,49.2848,18.0606,35.3244,47,9.7857
"PI O-28:4 (FA 14:2,PI,PIP,PIP2)",49.885,7.4407,4.7231,18.0798,0,0,18.5506,5.9071,18.137,33.423,10.1919,22.2989,0,0,13.2819,16.5161,0,0,34.9393,0,4.9406,0,0,0,40.9457,43.2957,0,0,21.0817,20.4461,24.2185,0,0,0,27.9986,0,14.0069,0,0,0,0,0
PI O-28:0 (FA 10:0),19.2896,0,0,0,0,20,0,7,0,23.1662,0,0,0,0,0,0,0,0,0,7,0,20,0,27,34,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
LPI 28:0 (FA 14:0),127.3961,61.5909,97.3117,0,124.5497,130.1329,161.8645,113.5593,119.8048,115.3434,132.2715,190.5805,202.3233,89.9734,225.5138,248.1196,255.5346,184.3341,231.0134,368.2755,296.0083,170.3375,254.4957,313.767,205.5461,70.4205,211.4335,272.4706,0,0,230.012,172.8691,217.4943,289.4686,158.4731,230.7165,215.8302,153.2001,201.088,39.1314,181.7852,156.8879
PI O-28:0 (FA 18:0),129.6274,0,0,0,0,0,71.0644,0,0,42.5886,0,0,0,0,0,0,0,0,0,57.359,0,72.1959,0,69.2368,21.5137,0,0,0,0,0,0,0,0,0,0,84.0862,0,0,0,0,0,0
"LPI 28:0 (PI,PIP)",126.3293,95.8609,73.1656,94.5794,181.7658,149.6586,209.0298,114.5788,188.0728,163.8636,108.0717,116.4383,104.9469,95.8929,178.3553,172.7649,107.2938,116.495,105.1967,118.7778,146.8422,145.0251,149.7586,153.2381,94.9812,0,92.869,154.8469,0,0,128.7413,190.6503,135.0231,236.4684,169.4065,195.9833,127.9932,108.8819,120.3,114.8142,100.7553,94.9757
"PIP 22:4 (PI,PIP)",437.0555,476.3915,397.6992,396.6845,759.8337,582.5878,553.1615,618.4293,716.9673,532.8923,569.4558,445.6007,540.9211,474.3889,441.4029,454.9007,460.4644,508.0684,553.8927,686.5285,562.0806,636.6276,351.8194,637.8683,490.5336,529.8269,531.4754,498.8079,0,27,517.8291,442.9881,535.2764,506.7959,573.1029,461.678,481.9507,410.0719,488.2271,548.3385,645.2427,465.5367
"PIP 22:4 (PI,PIP)",0,0,33.0023,57.7064,0,0,0,0,0,0,0,0,0,0,0,0,45.5852,0,0,0,0,0,37.7407,0,0,0,0,0,0,0,0,3.1098,0,0,0,0,0,0,0,0,0,0
"PIP 22:4 (PI,PIP)",54,34,67.1336,67.0343,33.8621,44.6705,29.4007,53.0268,26.9923,40.9053,33.8724,27.3485,0,0,41,23.4937,33.9418,0,26.9238,13.0916,0,0,0,0,54.4414,18.4123,0,40.1194,0,0,195.1379,177.7341,70.4654,87.8442,0,27,27,0,0,33.9942,0,0
"PIP 22:3 (PI,PIP)",0,33.6136,0,0,0,0,0,0,0,0,0,0,7.0527,0,50.8211,7.3029,3.4353,6.1935,0,0,6.8115,0,34.5307,0,0,0,0,40.4677,0,0,0,0,0,0,0,0,0,0,23.0776,0,0,23.2137
"PIP 22:3 (PI,PIP)",459.0482,482.4007,582.6714,548.6811,401.4502,409.254,1016.9579,1569.6383,453.0281,478.8119,388.4491,617.3562,432.0241,480,647.7773,1231.0547,165.4219,290.9941,324.0519,286.6273,250,304,466,595,1956.5856,4969.8159,493,765.6487,715.0241,930,858.4899,772.0517,505.729,590.504,330.9942,574.0241,243.0241,225.5054,365,320.4037,88,310.9926
