No,feature,structuralcategory,functionalcategory,class,totallength,totaldb,totaloh,Shorthand Notation,SwissLipids Name,SwissLipids ID,SwissLipids rank,category,Reference (pmol) from report
579,PC O-18:0;0/22:0;0,GPL,MEM,PC O-,40,0,0,PC O-18:0/22:0,Phosphatidylcholine (O-18:0/22:0),SLM:000092255,SLM:Structural_Subspecies,GP,
580,PC O-18:0;0/22:1;0,GPL,MEM,PC O-,40,1,0,PC O-18:0/22:1,Phosphatidylcholine (O-18:0/22:1),SLM:000092256,SLM:Structural_Subspecies,GP,
581,PC O-18:0;0/22:3;0,GPL,MEM,PC O-,40,3,0,PC O-18:0/22:3,Phosphatidylcholine (O-18:0/22:3),SLM:000092258,SLM:Structural_Subspecies,GP,
582,PC O-18:0;0/22:4;0,GPL,MEM,PC O-,40,4,0,PC O-18:0/22:4,Phosphatidylcholine (O-18:0/22:4),SLM:000092259,SLM:Structural_Subspecies,GP,
583,PC O-18:0;0/22:5;0,GPL,MEM,PC O-,40,5,0,PC O-18:0/22:5,Phosphatidylcholine (O-18:0/22:5),SLM:000092260,SLM:Structural_Subspecies,GP,
584,PC O-18:0;0/22:6;0,GPL,MEM,PC O-,40,6,0,PC O-18:0/22:6,Phosphatidylcholine (O-18:0/22:6),SLM:000092261,SLM:Structural_Subspecies,GP,
585,PC O-18:0;0/24:2;0,GPL,MEM,PC O-,42,2,0,PC O-18:0/24:2,Phosphatidylcholine (O-18:0/24:2),,,GP,
586,PC O-18:1;0/14:0;0,GPL,MEM,PC O-,32,1,0,PC O-18:1/14:0,Phosphatidylcholine (O-18:1_14:0),SLM:000066241,SLM:Molecular_Subspecies,GP,
587,PC O-18:1;0/16:0;0,GPL,MEM,PC O-,34,1,0,PC O-18:1/16:0,Phosphatidylcholine (O-18:1_16:0),SLM:000066244,SLM:Molecular_Subspecies,GP,
588,PC O-18:1;0/16:1;0,GPL,MEM,PC O-,34,2,0,PC O-18:1/16:1,Phosphatidylcholine (O-18:1_16:1),SLM:000066245,SLM:Molecular_Subspecies,GP,
589,PC O-18:1;0/18:2;0,GPL,MEM,PC O-,36,3,0,PC O-18:1/18:2,Phosphatidylcholine (O-18:1_18:2),SLM:000066250,SLM:Molecular_Subspecies,GP,
590,PC O-18:1;0/18:3;0,GPL,MEM,PC O-,36,4,0,PC O-18:1/18:3,Phosphatidylcholine (O-18:1_18:3),SLM:000066251,SLM:Molecular_Subspecies,GP,
591,PC O-18:1;0/20:0;0,GPL,MEM,PC O-,38,1,0,PC O-18:1/20:0,Phosphatidylcholine (O-18:1_20:0),SLM:000066254,SLM:Molecular_Subspecies,GP,
592,PC O-18:1;0/20:4;0,GPL,MEM,PC O-,38,5,0,PC O-18:1/20:4,Phosphatidylcholine (O-18:1_20:4),SLM:000066258,SLM:Molecular_Subspecies,GP,
593,PC O-18:1;0/20:5;0,GPL,MEM,PC O-,38,6,0,PC O-18:1/20:5,Phosphatidylcholine (O-18:1_20:5),SLM:000066259,SLM:Molecular_Subspecies,GP,
594,PC O-18:1;0/22:0;0,GPL,MEM,PC O-,40,1,0,PC O-18:1/22:0,Phosphatidylcholine (O-18:1_22:0),SLM:000066261,SLM:Molecular_Subspecies,GP,
595,PC O-18:1;0/22:3;0,GPL,MEM,PC O-,40,4,0,PC O-18:1/22:3,Phosphatidylcholine (O-18:1_22:3),SLM:000066264,SLM:Molecular_Subspecies,GP,
596,PC O-18:1;0/22:4;0,GPL,MEM,PC O-,40,5,0,PC O-18:1/22:4,Phosphatidylcholine (O-18:1_22:4),SLM:000066265,SLM:Molecular_Subspecies,GP,
597,PC O-18:1;0/22:5;0,GPL,MEM,PC O-,40,6,0,PC O-18:1/22:5,Phosphatidylcholine (O-18:1_22:5),SLM:000066266,SLM:Molecular_Subspecies,GP,
598,PC O-18:2;0/14:0;0,GPL,MEM,PC O-,32,2,0,PC O-18:2/14:0,Phosphatidylcholine (O-18:2_14:0),SLM:000066306,SLM:Molecular_Subspecies,GP,
599,PC O-18:2;0/16:0;0,GPL,MEM,PC O-,34,2,0,PC O-18:2/16:0,Phosphatidylcholine (O-18:2_16:0),SLM:000066309,SLM:Molecular_Subspecies,GP,
600,PC O-18:2;0/16:1;0,GPL,MEM,PC O-,34,3,0,PC O-18:2/16:1,Phosphatidylcholine (O-18:2_16:1),SLM:000066310,SLM:Molecular_Subspecies,GP,
601,PC O-18:2;0/18:1;0,GPL,MEM,PC O-,36,3,0,PC O-18:2/18:1,Phosphatidylcholine (O-18:2_18:1),SLM:000066314,SLM:Molecular_Subspecies,GP,
602,PC O-18:2;0/18:2;0,GPL,MEM,PC O-,36,4,0,PC O-18:2/18:2,Phosphatidylcholine (O-18:2_18:2),SLM:000066315,SLM:Molecular_Subspecies,GP,
603,PC O-18:2;0/20:3;0,GPL,MEM,PC O-,38,5,0,PC O-18:2/20:3,Phosphatidylcholine (O-18:2_20:3),SLM:000066322,SLM:Molecular_Subspecies,GP,
604,PC O-18:2;0/20:4;0,GPL,MEM,PC O-,38,6,0,PC O-18:2/20:4,Phosphatidylcholine (O-18:2_20:4),SLM:000066323,SLM:Molecular_Subspecies,GP,
605,PC O-18:2;0/22:4;0,GPL,MEM,PC O-,40,6,0,PC O-18:2/22:4,Phosphatidylcholine (O-18:2_22:4),SLM:000066330,SLM:Molecular_Subspecies,GP,
606,PE 14:0;0_18:0;0,GPL,MEM,PE,32,0,0,PE 14:0_18:0,Phosphatidylethanolamine (14:0_18:0),SLM:000067527,SLM:Molecular_Subspecies,GP,
607,PE 14:0;0_18:1;0,GPL,MEM,PE,32,1,0,PE 14:0_18:1,Phosphatidylethanolamine (14:0_18:1),SLM:000067528,SLM:Molecular_Subspecies,GP,
608,PE 14:0;0_20:2;0,GPL,MEM,PE,34,2,0,PE 14:0_20:2,Phosphatidylethanolamine (14:0_20:2),SLM:000067535,SLM:Molecular_Subspecies,GP,
609,PE 14:0;0_20:3;0,GPL,MEM,PE,34,3,0,PE 14:0_20:3,Phosphatidylethanolamine (14:0_20:3),SLM:000067536,SLM:Molecular_Subspecies,GP,
610,PE 14:0;0_22:5;0,GPL,MEM,PE,36,5,0,PE 14:0_22:5,Phosphatidylethanolamine (14:0_22:5),SLM:000067545,SLM:Molecular_Subspecies,GP,
611,PE 15:0;0_17:1;0,GPL,MEM,PE,32,1,0,PE 15:0_17:1,Phosphatidylethanolamine (15:0_17:1),,,GP,
612,PE 15:0;0_18:1;0,GPL,MEM,PE,33,1,0,PE 15:0_18:1,Phosphatidylethanolamine (15:0_18:1),SLM:000067639,SLM:Molecular_Subspecies,GP,
613,PE 15:0;0_18:2;0,GPL,MEM,PE,33,2,0,PE 15:0_18:2,Phosphatidylethanolamine (15:0_18:2),SLM:000067640,SLM:Molecular_Subspecies,GP,
614,PE 15:0;0_20:1;0,GPL,MEM,PE,35,1,0,PE 15:0_20:1,Phosphatidylethanolamine (15:0_20:1),SLM:000067645,SLM:Molecular_Subspecies,GP,
615,PE 15:0;0_20:2;0,GPL,MEM,PE,35,2,0,PE 15:0_20:2,Phosphatidylethanolamine (15:0_20:2),SLM:000067646,SLM:Molecular_Subspecies,GP,
616,PE 15:0;0_22:2;0,GPL,MEM,PE,37,2,0,PE 15:0_22:2,Phosphatidylethanolamine (15:0_22:2),SLM:000067653,SLM:Molecular_Subspecies,GP,
617,PE 15:0;0_22:3;0,GPL,MEM,PE,37,3,0,PE 15:0_22:3,Phosphatidylethanolamine (15:0_22:3),SLM:000067654,SLM:Molecular_Subspecies,GP,
618,PE 15:0;0_22:4;0,GPL,MEM,PE,37,4,0,PE 15:0_22:4,Phosphatidylethanolamine (15:0_22:4),SLM:000067655,SLM:Molecular_Subspecies,GP,
619,PE 15:0;0_22:6;0,GPL,MEM,PE,37,6,0,PE 15:0_22:6,Phosphatidylethanolamine (15:0_22:6),SLM:000067657,SLM:Molecular_Subspecies,GP,
620,PE 15:0;0_24:4;0,GPL,MEM,PE,39,4,0,PE 15:0_24:4,Phosphatidylethanolamine (15:0_24:4),SLM:000067660,SLM:Molecular_Subspecies,GP,
621,PE 16:0;0_16:0;0,GPL,MEM,PE,32,0,0,PE 16:0_16:0,Phosphatidylethanolamine (16:0/16:0),SLM:000094447,SLM:Structural_Subspecies,GP,
622,PE 16:0;0_16:1;0,GPL,MEM,PE,32,1,0,PE 16:0_16:1,Phosphatidylethanolamine (16:0_16:1),SLM:000067689,SLM:Molecular_Subspecies,GP,
623,PE 16:0;0_17:1;0,GPL,MEM,PE,33,1,0,PE 16:0_17:1,Phosphatidylethanolamine (16:0_17:1),,,GP,
624,PE 16:0;0_18:0;0,GPL,MEM,PE,34,0,0,PE 16:0_18:0,Phosphatidylethanolamine (16:0_18:0),SLM:000067692,SLM:Molecular_Subspecies,GP,
625,PE 16:0;0_18:1;0,GPL,MEM,PE,34,1,0,PE 16:0_18:1,Phosphatidylethanolamine (16:0_18:1),SLM:000067693,SLM:Molecular_Subspecies,GP,
626,PE 16:0;0_18:2;0,GPL,MEM,PE,34,2,0,PE 16:0_18:2,Phosphatidylethanolamine (16:0_18:2),SLM:000067694,SLM:Molecular_Subspecies,GP,
627,PE 16:0;0_18:3;0,GPL,MEM,PE,34,3,0,PE 16:0_18:3,Phosphatidylethanolamine (16:0_18:3),SLM:000067695,SLM:Molecular_Subspecies,GP,
628,PE 16:0;0_19:1;0,GPL,MEM,PE,35,1,0,PE 16:0_19:1,Phosphatidylethanolamine (16:0_19:1),,,GP,
629,PE 16:0;0_19:2;0,GPL,MEM,PE,35,2,0,PE 16:0_19:2,Phosphatidylethanolamine (16:0_19:2),,,GP,
630,PE 16:0;0_20:0;0,GPL,MEM,PE,36,0,0,PE 16:0_20:0,Phosphatidylethanolamine (16:0_20:0),SLM:000067698,SLM:Molecular_Subspecies,GP,
631,PE 16:0;0_20:1;0,GPL,MEM,PE,36,1,0,PE 16:0_20:1,Phosphatidylethanolamine (16:0_20:1),SLM:000067699,SLM:Molecular_Subspecies,GP,
632,PE 16:0;0_20:2;0,GPL,MEM,PE,36,2,0,PE 16:0_20:2,Phosphatidylethanolamine (16:0_20:2),SLM:000067700,SLM:Molecular_Subspecies,GP,
633,PE 16:0;0_20:3;0,GPL,MEM,PE,36,3,0,PE 16:0_20:3,Phosphatidylethanolamine (16:0_20:3),SLM:000067701,SLM:Molecular_Subspecies,GP,
634,PE 16:0;0_20:4;0,GPL,MEM,PE,36,4,0,PE 16:0_20:4,Phosphatidylethanolamine (16:0_20:4),SLM:000067702,SLM:Molecular_Subspecies,GP,
635,PE 16:0;0_20:5;0,GPL,MEM,PE,36,5,0,PE 16:0_20:5,Phosphatidylethanolamine (16:0_20:5),SLM:000067703,SLM:Molecular_Subspecies,GP,
636,PE 16:0;0_21:1;0,GPL,MEM,PE,37,1,0,PE 16:0_21:1,Phosphatidylethanolamine (16:0_21:1),,,GP,
637,PE 16:0;0_22:1;0,GPL,MEM,PE,38,1,0,PE 16:0_22:1,Phosphatidylethanolamine (16:0_22:1),SLM:000067706,SLM:Molecular_Subspecies,GP,
638,PE 16:0;0_22:2;0,GPL,MEM,PE,38,2,0,PE 16:0_22:2,Phosphatidylethanolamine (16:0_22:2),SLM:000067707,SLM:Molecular_Subspecies,GP,
639,PE 16:0;0_22:3;0,GPL,MEM,PE,38,3,0,PE 16:0_22:3,Phosphatidylethanolamine (16:0_22:3),SLM:000067708,SLM:Molecular_Subspecies,GP,
640,PE 16:0;0_22:4;0,GPL,MEM,PE,38,4,0,PE 16:0_22:4,Phosphatidylethanolamine (16:0_22:4),SLM:000067709,SLM:Molecular_Subspecies,GP,
641,PE 16:0;0_22:5;0,GPL,MEM,PE,38,5,0,PE 16:0_22:5,Phosphatidylethanolamine (16:0_22:5),SLM:000067710,SLM:Molecular_Subspecies,GP,
642,PE 16:0;0_22:6;0,GPL,MEM,PE,38,6,0,PE 16:0_22:6,Phosphatidylethanolamine (16:0_22:6),SLM:000067711,SLM:Molecular_Subspecies,GP,
643,PE 16:1;0_17:0;0,GPL,MEM,PE,33,1,0,PE 16:1_17:0,Phosphatidylethanolamine (16:1_17:0),SLM:000067744,SLM:Molecular_Subspecies,GP,
644,PE 16:1;0_18:0;0,GPL,MEM,PE,34,1,0,PE 16:1_18:0,Phosphatidylethanolamine (16:1_18:0),SLM:000067745,SLM:Molecular_Subspecies,GP,
645,PE 16:1;0_18:1;0,GPL,MEM,PE,34,2,0,PE 16:1_18:1,Phosphatidylethanolamine (16:1_18:1),SLM:000067746,SLM:Molecular_Subspecies,GP,
646,PE 16:1;0_18:2;0,GPL,MEM,PE,34,3,0,PE 16:1_18:2,Phosphatidylethanolamine (16:1_18:2),SLM:000067747,SLM:Molecular_Subspecies,GP,
647,PE 16:1;0_20:1;0,GPL,MEM,PE,36,2,0,PE 16:1_20:1,Phosphatidylethanolamine (16:1_20:1),SLM:000067752,SLM:Molecular_Subspecies,GP,
648,PE 16:1;0_20:2;0,GPL,MEM,PE,36,3,0,PE 16:1_20:2,Phosphatidylethanolamine (16:1_20:2),SLM:000067753,SLM:Molecular_Subspecies,GP,
649,PE 16:1;0_20:3;0,GPL,MEM,PE,36,4,0,PE 16:1_20:3,Phosphatidylethanolamine (16:1_20:3),SLM:000067754,SLM:Molecular_Subspecies,GP,
650,PE 16:1;0_20:4;0,GPL,MEM,PE,36,5,0,PE 16:1_20:4,Phosphatidylethanolamine (16:1_20:4),SLM:000067755,SLM:Molecular_Subspecies,GP,
651,PE 16:1;0_22:1;0,GPL,MEM,PE,38,2,0,PE 16:1_22:1,Phosphatidylethanolamine (16:1_22:1),SLM:000067759,SLM:Molecular_Subspecies,GP,
652,PE 16:1;0_22:3;0,GPL,MEM,PE,38,4,0,PE 16:1_22:3,Phosphatidylethanolamine (16:1_22:3),SLM:000067761,SLM:Molecular_Subspecies,GP,
653,PE 16:1;0_22:4;0,GPL,MEM,PE,38,5,0,PE 16:1_22:4,Phosphatidylethanolamine (16:1_22:4),SLM:000067762,SLM:Molecular_Subspecies,GP,
654,PE 16:1;0_22:5;0,GPL,MEM,PE,38,6,0,PE 16:1_22:5,Phosphatidylethanolamine (16:1_22:5),SLM:000067763,SLM:Molecular_Subspecies,GP,
655,PE 16:1;0_22:6;0,GPL,MEM,PE,38,7,0,PE 16:1_22:6,Phosphatidylethanolamine (16:1_22:6),SLM:000067764,SLM:Molecular_Subspecies,GP,
656,PE 16:2;0_18:0;0,GPL,MEM,PE,34,2,0,PE 16:2_18:0,Phosphatidylethanolamine (16:2_18:0),SLM:000067797,SLM:Molecular_Subspecies,GP,
657,PE 16:2;0_18:1;0,GPL,MEM,PE,34,3,0,PE 16:2_18:1,Phosphatidylethanolamine (16:2_18:1),SLM:000067798,SLM:Molecular_Subspecies,GP,
658,PE 17:0;0_17:1;0,GPL,MEM,PE,34,1,0,PE 17:0_17:1,Phosphatidylethanolamine (17:0_17:1),,,GP,
659,PE 17:0;0_18:1;0,GPL,MEM,PE,35,1,0,PE 17:0_18:1,Phosphatidylethanolamine (17:0_18:1),SLM:000067849,SLM:Molecular_Subspecies,GP,
660,PE 17:0;0_18:2;0,GPL,MEM,PE,35,2,0,PE 17:0_18:2,Phosphatidylethanolamine (17:0_18:2),SLM:000067850,SLM:Molecular_Subspecies,GP,
661,PE 17:0;0_19:1;0,GPL,MEM,PE,36,1,0,PE 17:0_19:1,Phosphatidylethanolamine (17:0_19:1),,,GP,
662,PE 17:0;0_20:1;0,GPL,MEM,PE,37,1,0,PE 17:0_20:1,Phosphatidylethanolamine (17:0_20:1),SLM:000067855,SLM:Molecular_Subspecies,GP,
663,PE 17:0;0_20:2;0,GPL,MEM,PE,37,2,0,PE 17:0_20:2,Phosphatidylethanolamine (17:0_20:2),SLM:000067856,SLM:Molecular_Subspecies,GP,
664,PE 17:0;0_20:3;0,GPL,MEM,PE,37,3,0,PE 17:0_20:3,Phosphatidylethanolamine (17:0_20:3),SLM:000067857,SLM:Molecular_Subspecies,GP,
665,PE 17:0;0_20:4;0,GPL,MEM,PE,37,4,0,PE 17:0_20:4,Phosphatidylethanolamine (17:0_20:4),SLM:000067858,SLM:Molecular_Subspecies,GP,
666,PE 17:0;0_20:5;0,GPL,MEM,PE,37,5,0,PE 17:0_20:5,Phosphatidylethanolamine (17:0_20:5),SLM:000067859,SLM:Molecular_Subspecies,GP,
667,PE 17:0;0_21:1;0,GPL,MEM,PE,38,1,0,PE 17:0_21:1,Phosphatidylethanolamine (17:0_21:1),,,GP,
668,PE 17:0;0_22:4;0,GPL,MEM,PE,39,4,0,PE 17:0_22:4,Phosphatidylethanolamine (17:0_22:4),SLM:000067865,SLM:Molecular_Subspecies,GP,
669,PE 17:0;0_22:5;0,GPL,MEM,PE,39,5,0,PE 17:0_22:5,Phosphatidylethanolamine (17:0_22:5),SLM:000067866,SLM:Molecular_Subspecies,GP,
670,PE 17:0;0_22:6;0,GPL,MEM,PE,39,6,0,PE 17:0_22:6,Phosphatidylethanolamine (17:0_22:6),SLM:000067867,SLM:Molecular_Subspecies,GP,
671,PE 17:1;0_17:1;0,GPL,MEM,PE,34,2,0,PE 17:1_17:1,Phosphatidylethanolamine (17:1/17:1),,,GP,
672,PE 17:1;0_18:0;0,GPL,MEM,PE,35,1,0,PE 17:1_18:0,Phosphatidylethanolamine (17:1_18:0),,,GP,
673,PE 17:1;0_18:1;0,GPL,MEM,PE,35,2,0,PE 17:1_18:1,Phosphatidylethanolamine (17:1_18:1),,,GP,
674,PE 17:1;0_20:0;0,GPL,MEM,PE,37,1,0,PE 17:1_20:0,Phosphatidylethanolamine (17:1_20:0),,,GP,
675,PE 17:1;0_20:1;0,GPL,MEM,PE,37,2,0,PE 17:1_20:1,Phosphatidylethanolamine (17:1_20:1),,,GP,
676,PE 17:1;0_20:2;0,GPL,MEM,PE,37,3,0,PE 17:1_20:2,Phosphatidylethanolamine (17:1_20:2),,,GP,
677,PE 17:1;0_22:3;0,GPL,MEM,PE,39,4,0,PE 17:1_22:3,Phosphatidylethanolamine (17:1_22:3),,,GP,
678,PE 17:1;0_22:4;0,GPL,MEM,PE,39,5,0,PE 17:1_22:4,Phosphatidylethanolamine (17:1_22:4),,,GP,
679,PE 17:1;0_22:5;0,GPL,MEM,PE,39,6,0,PE 17:1_22:5,Phosphatidylethanolamine (17:1_22:5),,,GP,
680,PE 17:2;0_18:0;0,GPL,MEM,PE,35,2,0,PE 17:2_18:0,Phosphatidylethanolamine (17:2_18:0),,,GP,
681,PE 18:0;0_18:0;0,GPL,MEM,PE,36,0,0,PE 18:0_18:0,Phosphatidylethanolamine (18:0/18:0),SLM:000094711,SLM:Structural_Subspecies,GP,
682,PE 18:0;0_18:1;0,GPL,MEM,PE,36,1,0,PE 18:0_18:1,Phosphatidylethanolamine (18:0_18:1),SLM:000067899,SLM:Molecular_Subspecies,GP,
683,PE 18:0;0_18:2;0,GPL,MEM,PE,36,2,0,PE 18:0_18:2,Phosphatidylethanolamine (18:0_18:2),SLM:000067900,SLM:Molecular_Subspecies,GP,
684,PE 18:0;0_18:3;0,GPL,MEM,PE,36,3,0,PE 18:0_18:3,Phosphatidylethanolamine (18:0_18:3),SLM:000067901,SLM:Molecular_Subspecies,GP,
685,PE 18:0;0_19:1;0,GPL,MEM,PE,37,1,0,PE 18:0_19:1,Phosphatidylethanolamine (18:0_19:1),,,GP,
686,PE 18:0;0_19:2;0,GPL,MEM,PE,37,2,0,PE 18:0_19:2,Phosphatidylethanolamine (18:0_19:2),,,GP,
687,PE 18:0;0_19:3;0,GPL,MEM,PE,37,3,0,PE 18:0_19:3,Phosphatidylethanolamine (18:0_19:3),,,GP,
688,PE 18:0;0_19:4;0,GPL,MEM,PE,37,4,0,PE 18:0_19:4,Phosphatidylethanolamine (18:0_19:4),,,GP,
689,PE 18:0;0_20:1;0,GPL,MEM,PE,38,1,0,PE 18:0_20:1,Phosphatidylethanolamine (18:0_20:1),SLM:000067905,SLM:Molecular_Subspecies,GP,
690,PE 18:0;0_20:2;0,GPL,MEM,PE,38,2,0,PE 18:0_20:2,Phosphatidylethanolamine (18:0_20:2),SLM:000067906,SLM:Molecular_Subspecies,GP,
691,PE 18:0;0_20:3;0,GPL,MEM,PE,38,3,0,PE 18:0_20:3,Phosphatidylethanolamine (18:0_20:3),SLM:000067907,SLM:Molecular_Subspecies,GP,
692,PE 18:0;0_20:4;0,GPL,MEM,PE,38,4,0,PE 18:0_20:4,Phosphatidylethanolamine (18:0_20:4),SLM:000067908,SLM:Molecular_Subspecies,GP,
693,PE 18:0;0_20:5;0,GPL,MEM,PE,38,5,0,PE 18:0_20:5,Phosphatidylethanolamine (18:0_20:5),SLM:000067909,SLM:Molecular_Subspecies,GP,
694,PE 18:0;0_21:4;0,GPL,MEM,PE,39,4,0,PE 18:0_21:4,Phosphatidylethanolamine (18:0_21:4),,,GP,
695,PE 18:0;0_21:5;0,GPL,MEM,PE,39,5,0,PE 18:0_21:5,Phosphatidylethanolamine (18:0_21:5),,,GP,
696,PE 18:0;0_22:1;0,GPL,MEM,PE,40,1,0,PE 18:0_22:1,Phosphatidylethanolamine (18:0_22:1),SLM:000067912,SLM:Molecular_Subspecies,GP,
697,PE 18:0;0_22:3;0,GPL,MEM,PE,40,3,0,PE 18:0_22:3,Phosphatidylethanolamine (18:0_22:3),SLM:000067914,SLM:Molecular_Subspecies,GP,
698,PE 18:0;0_22:4;0,GPL,MEM,PE,40,4,0,PE 18:0_22:4,Phosphatidylethanolamine (18:0_22:4),SLM:000067915,SLM:Molecular_Subspecies,GP,
699,PE 18:0;0_22:5;0,GPL,MEM,PE,40,5,0,PE 18:0_22:5,Phosphatidylethanolamine (18:0_22:5),SLM:000067916,SLM:Molecular_Subspecies,GP,
700,PE 18:0;0_22:6;0,GPL,MEM,PE,40,6,0,PE 18:0_22:6,Phosphatidylethanolamine (18:0_22:6),SLM:000067917,SLM:Molecular_Subspecies,GP,
701,PE 18:0;0_24:4;0,GPL,MEM,PE,42,4,0,PE 18:0_24:4,Phosphatidylethanolamine (18:0_24:4),SLM:000067920,SLM:Molecular_Subspecies,GP,
702,PE 18:0;0_24:5;0,GPL,MEM,PE,42,5,0,PE 18:0_24:5,Phosphatidylethanolamine (18:0_24:5),SLM:000067921,SLM:Molecular_Subspecies,GP,
703,PE 18:0;0_24:6;0,GPL,MEM,PE,42,6,0,PE 18:0_24:6,Phosphatidylethanolamine (18:0_24:6),SLM:000067922,SLM:Molecular_Subspecies,GP,
704,PE 18:1;0_18:1;0,GPL,MEM,PE,36,2,0,PE 18:1_18:1,Phosphatidylethanolamine (18:1/18:1),SLM:000094777,SLM:Structural_Subspecies,GP,
705,PE 18:1;0_18:2;0,GPL,MEM,PE,36,3,0,PE 18:1_18:2,Phosphatidylethanolamine (18:1_18:2),SLM:000067949,SLM:Molecular_Subspecies,GP,
706,PE 18:1;0_18:3;0,GPL,MEM,PE,36,4,0,PE 18:1_18:3,Phosphatidylethanolamine (18:1_18:3),SLM:000067950,SLM:Molecular_Subspecies,GP,
707,PE 18:1;0_19:0;0,GPL,MEM,PE,37,1,0,PE 18:1_19:0,Phosphatidylethanolamine (18:1_19:0),SLM:000067952,SLM:Molecular_Subspecies,GP,
708,PE 18:1;0_19:1;0,GPL,MEM,PE,37,2,0,PE 18:1_19:1,Phosphatidylethanolamine (18:1_19:1),,,GP,
709,PE 18:1;0_19:2;0,GPL,MEM,PE,37,3,0,PE 18:1_19:2,Phosphatidylethanolamine (18:1_19:2),,,GP,
710,PE 18:1;0_19:3;0,GPL,MEM,PE,37,4,0,PE 18:1_19:3,Phosphatidylethanolamine (18:1_19:3),,,GP,
711,PE 18:1;0_20:0;0,GPL,MEM,PE,38,1,0,PE 18:1_20:0,Phosphatidylethanolamine (18:1_20:0),SLM:000067953,SLM:Molecular_Subspecies,GP,
712,PE 18:1;0_20:1;0,GPL,MEM,PE,38,2,0,PE 18:1_20:1,Phosphatidylethanolamine (18:1_20:1),SLM:000067954,SLM:Molecular_Subspecies,GP,
713,PE 18:1;0_20:2;0,GPL,MEM,PE,38,3,0,PE 18:1_20:2,Phosphatidylethanolamine (18:1_20:2),SLM:000067955,SLM:Molecular_Subspecies,GP,
714,PE 18:1;0_20:3;0,GPL,MEM,PE,38,4,0,PE 18:1_20:3,Phosphatidylethanolamine (18:1_20:3),SLM:000067956,SLM:Molecular_Subspecies,GP,
715,PE 18:1;0_20:4;0,GPL,MEM,PE,38,5,0,PE 18:1_20:4,Phosphatidylethanolamine (18:1_20:4),SLM:000067957,SLM:Molecular_Subspecies,GP,
716,PE 18:1;0_20:5;0,GPL,MEM,PE,38,6,0,PE 18:1_20:5,Phosphatidylethanolamine (18:1_20:5),SLM:000067958,SLM:Molecular_Subspecies,GP,
717,PE 18:1;0_22:0;0,GPL,MEM,PE,40,1,0,PE 18:1_22:0,Phosphatidylethanolamine (18:1_22:0),SLM:000067960,SLM:Molecular_Subspecies,GP,
718,PE 18:1;0_22:2;0,GPL,MEM,PE,40,3,0,PE 18:1_22:2,Phosphatidylethanolamine (18:1_22:2),SLM:000067962,SLM:Molecular_Subspecies,GP,
719,PE 18:1;0_22:3;0,GPL,MEM,PE,40,4,0,PE 18:1_22:3,Phosphatidylethanolamine (18:1_22:3),SLM:000067963,SLM:Molecular_Subspecies,GP,
720,PE 18:1;0_22:4;0,GPL,MEM,PE,40,5,0,PE 18:1_22:4,Phosphatidylethanolamine (18:1_22:4),SLM:000067964,SLM:Molecular_Subspecies,GP,
721,PE 18:1;0_22:5;0,GPL,MEM,PE,40,6,0,PE 18:1_22:5,Phosphatidylethanolamine (18:1_22:5),SLM:000067965,SLM:Molecular_Subspecies,GP,
722,PE 18:1;0_22:6;0,GPL,MEM,PE,40,7,0,PE 18:1_22:6,Phosphatidylethanolamine (18:1_22:6),SLM:000067966,SLM:Molecular_Subspecies,GP,
723,PE 18:1;0_24:0;0,GPL,MEM,PE,42,1,0,PE 18:1_24:0,Phosphatidylethanolamine (18:1_24:0),SLM:000067967,SLM:Molecular_Subspecies,GP,
724,PE 18:1;0_24:1;0,GPL,MEM,PE,42,2,0,PE 18:1_24:1,Phosphatidylethanolamine (18:1_24:1),SLM:000067968,SLM:Molecular_Subspecies,GP,
725,PE 18:2;0_18:2;0,GPL,MEM,PE,36,4,0,PE 18:2_18:2,Phosphatidylethanolamine (18:2/18:2),SLM:000094843,SLM:Structural_Subspecies,GP,
726,PE 18:2;0_18:3;0,GPL,MEM,PE,36,5,0,PE 18:2_18:3,Phosphatidylethanolamine (18:2_18:3),SLM:000067998,SLM:Molecular_Subspecies,GP,
727,PE 18:2;0_19:0;0,GPL,MEM,PE,37,2,0,PE 18:2_19:0,Phosphatidylethanolamine (18:2_19:0),SLM:000068000,SLM:Molecular_Subspecies,GP,
728,PE 18:2;0_19:1;0,GPL,MEM,PE,37,3,0,PE 18:2_19:1,Phosphatidylethanolamine (18:2_19:1),,,GP,
729,PE 18:2;0_20:0;0,GPL,MEM,PE,38,2,0,PE 18:2_20:0,Phosphatidylethanolamine (18:2_20:0),SLM:000068001,SLM:Molecular_Subspecies,GP,
730,PE 18:2;0_20:1;0,GPL,MEM,PE,38,3,0,PE 18:2_20:1,Phosphatidylethanolamine (18:2_20:1),SLM:000068002,SLM:Molecular_Subspecies,GP,
731,PE 18:2;0_20:2;0,GPL,MEM,PE,38,4,0,PE 18:2_20:2,Phosphatidylethanolamine (18:2_20:2),SLM:000068003,SLM:Molecular_Subspecies,GP,
732,PE 18:2;0_20:3;0,GPL,MEM,PE,38,5,0,PE 18:2_20:3,Phosphatidylethanolamine (18:2_20:3),SLM:000068004,SLM:Molecular_Subspecies,GP,
733,PE 18:2;0_20:4;0,GPL,MEM,PE,38,6,0,PE 18:2_20:4,Phosphatidylethanolamine (18:2_20:4),SLM:000068005,SLM:Molecular_Subspecies,GP,
