,feature,class,86,94,110,112,117,Control,73,76,89,93,195,196,iKO,iKO vs. CON,iKO vs. CON,63,80,83,108,116,G519R,G519R vs. CON,G519R vs. CON,248,249,255,257,Lrig1-D3,Lrig-D3 vs. CON,Lrig-D3 vs. CON,ALI,Lipid,
,,,VilERT-G519R-86,VilERT-G519R-94,VilERT-G519R-110,VilERT-G519R-112,VilERT-G519R-117,,VilERT-M5B-73,VilERT-M5B-76,VilERT-G519R-89,VilERT-G519R-93,Lrig-M5B-195,Lrig-M5B-196,,,,VilERT-G519R-63,VilERT-G519R-80,VilERT-G519R-83,VilERT-G519R-108,VilERT-G519R-116,,,,Lrig1-M5B-248,Lrig1-M5B-249,Lrig1-M5B-255,Lrig1-M5B-257,,,,H655ALI,H655Lipid,H655
No.,feature,class,Control,Control,Control,Control,Control,Average,iKO,iKO,iKO,iKO,iKO,iKO,Average,"Fold change (log, base 2)",P-value,G519R,G519R,G519R,G519R,G519R,Average,"Fold change (log, base 2)",P-value,Lrig1-D3,Lrig1-D3,Lrig1-D3,Lrig1-D3,Average,"Fold change (log, base 2)",P-value,DGAT-ALI,DGAT-Lipid,"Fold change (log, base 2)"
1293,SM 36:2;2,SM,,,,,,0,,,0.014052501,,,,0.014052501,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
43,Cer 38:0;2,Cer,,,,,,0,0.007739434,0.007813596,0.007121807,0.012108736,0.004507876,0.005621578,0.007485505,Appeared,Up,0.006308371,0.012652748,0.033541083,0.014633258,0.008986963,0.015224485,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.014630516,,
816,PE O-16:1;0/22:3;0,PE O-,0.001315743,,,,,0.001315743,0.004863262,0.004931404,,0.005575698,0.003159373,0.006275223,0.004960992,1.9,#DIV/0!,0.002389979,0.003108749,,,0.006046818,0.003848515,1.5,#DIV/0!,,,,0.008810689,0.008810689,2.7,#DIV/0!,0.00808635,0.013416979,0.7
817,PE O-16:1;0/22:4;0,PE O-,0.013103006,0.041702496,0.006865904,0.008645194,0.009796287,0.016022577,0.023520825,0.042222146,0.185474977,0.05189019,0.011448919,0.064131834,0.063114815,2.0,0.14,0.013335306,0.046118937,0.024052564,0.051943811,0.086664267,0.044422977,1.5,0.08,0.027991767,0.14218504,0.021963922,0.089579446,0.070430044,2.1,0.07,0.01725418,0.012368476,-0.5
818,PE O-16:1;0/22:5;0,PE O-,0.024556114,0.073650729,0.019729376,0.02034679,0.019541899,0.031564982,0.024197167,0.044116531,0.141071785,0.047755316,0.012833322,0.056375835,0.054391659,0.8,0.34,0.017685918,0.046516479,0.02639376,0.047763981,0.064429956,0.040558019,0.4,0.52,0.035584697,0.206643036,0.031964746,0.091884315,0.091519199,1.5,0.16,0.128583952,0.116832079,-0.1
819,PE O-16:1;0/22:6;0,PE O-,0.160754125,0.440692773,0.129727089,0.181118464,0.145016768,0.211461844,0.155348151,0.217015297,0.815149581,0.244091024,0.076341438,0.2627405,0.295114332,0.5,0.54,0.157864035,0.284843319,0.168397079,0.236981061,0.393547868,0.248326672,0.2,0.62,0.248694528,0.836410336,0.191489876,0.412413137,0.422251969,1.0,0.19,0.2344819,0.397569224,0.8
1294,SM 38:0;2,SM,,,,,,0,,,0.01118153,0.016791077,,,0.013986304,NA,NA,,,0.032328552,0.022951328,,0.02763994,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
462,PC 18:1;0_19:2;0,PC,,,,,,0,,,,,0.013757866,,0.013757866,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
502,PC 18:3;0_20:2;0,PC,,,,,,0,,0.005670362,,,0.008472061,0.007144562,0.007095662,Appeared,Up,,,,,0.010970634,0.010970634,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1015,PG 20:0;0_20:0;0,PG,,,,,,0,,,,,0.013653421,,0.013653421,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
824,PE O-16:2;0/18:0;0,PE O-,0.006459287,0.0097825,0.007364012,0.005652069,0.006617035,0.00717498,0.006200426,0.004431521,0.006360834,0.006993885,0.005941699,0.00621298,0.006023558,-0.3,0.16,0.006549278,0.006600271,0.005635729,0.005101708,0.005764048,0.005930207,-0.3,0.14,0.011292793,0.008168555,0.010701119,0.009558787,0.009930314,0.5,0.03,,,
825,PE O-16:2;0/18:1;0,PE O-,0.003230007,0.003049013,0.003441575,0.00475161,0.004453883,0.003785218,0.004855016,0.003728226,0.0044367,0.00339324,0.003146553,0.004257698,0.003969572,0.1,0.68,0.002916636,0.002513417,0.002507733,0.002405757,0.002577016,0.002584112,-0.6,0.01,0.003874979,0.004161112,0.004373658,0.005329764,0.004434878,0.2,0.22,0.05369294,0.042039987,-0.4
538,PC O-16:0;0/18:1;0,PC O-,,,,,,0,,,0.013528809,,,,0.013528809,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.013791171,,,0.013791171,#DIV/0!,#DIV/0!,,,
827,PE O-16:2;0/20:1;0,PE O-,,,,,0.000189249,0.000189249,0.000451097,0.000284259,,,0.000325206,,0.000353521,0.9,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
102,PE O-16:2;0/20:2;0,PE O-,6.69814E-05,,,6.34444E-05,6.91678E-05,6.65312E-05,0.000169959,0.000110455,0.000171455,0.000272313,0.000186084,0.000137827,0.000174682,1.4,0.01,9.6418E-05,0.000124247,0.000188096,,0.000262425,0.000167796,1.3,0.07,,0.000275867,,,0.000275867,2.1,#DIV/0!,0.003494266,,
400,PC 16:0;0_24:3;0,PC,,,,,,0,,,0.012491764,,,,0.012491764,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
830,PE O-16:2;0/20:4;0,PE O-,,0.005781351,,0.002780446,0.002381632,0.00364781,0.002300571,0.002683774,,0.002805313,0.002125727,0.003066098,0.002596296,-0.5,0.24,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.006930884,,,0.006930884,0.9,#DIV/0!,,,
1296,SM 38:2;2,SM,,,,,,0,,,0.013485683,,,0.01121008,0.012347881,NA,NA,,,,,0.016867935,0.016867935,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
832,PE O-17:0;0/17:0;0,PE O-,,,,,0.000536103,0.000536103,,0.000561042,0.000891819,,,0.00114317,0.000865344,0.7,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
833,PE O-17:0;0/17:1;0,PE O-,0.000637638,,0.00199025,0.000656759,0.001050356,0.001083751,0.00089424,0.001012387,0.000559837,,0.001167098,0.0013392,0.000994553,-0.1,0.79,,0.002533197,0.017251435,,0.000940962,0.006908531,2.7,0.24,0.001211667,0.001343205,0.00104844,,0.001201104,0.1,0.77,0.001977437,0.011352701,2.5
1038,PI 16:0;0_16:1;0,PI,,,,,,0,0.007074768,0.007994033,,,0.005640617,0.006232187,0.006735401,Appeared,Up,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.241780739,0.244499753,0.0
507,PC 20:0;0_20:3;0,PC,,,,,,0,0.003844432,0.003423096,0.010306828,0.011107575,0.006566877,0.005002711,0.006708586,Appeared,Up,,0.005143397,0.009263113,,0.008161816,0.007522775,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.014485238,#DIV/0!
529,PC 20:3;0_22:1;0,PC,,,,,,0,0.011661096,0.002121969,0.000992277,,0.009124846,0.008709554,0.006521949,Appeared,Up,,,,,0.001999675,0.001999675,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
497,PC 18:2;0_24:2;0,PC,,,,,,0,,,0.001351147,,0.007630988,0.010462498,0.006481545,Appeared,Up,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1174,PS 16:1;0_24:5;0,PS,,,,,,0,,0.006619355,0.006507589,,0.007488358,0.004955011,0.006392578,Appeared,Up,,0.00357796,,,,0.00357796,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
127,DAG 16:2;0_18:2;0,DAG,,,,,,0,,0.012063309,,,,,0.012063309,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.005983211,,,0.005983211,#DIV/0!,#DIV/0!,,,
840,PE O-17:0;0/20:5;0,PE O-,0.00565409,0.011707938,,,,0.008681014,,0.00741961,0.009455288,0.006268768,,0.008306895,0.00786264,-0.1,0.72,,0.005462803,,,0.006750266,0.006106535,-0.5,0.49,0.006492072,0.015001996,,,0.010747034,0.3,0.73,0.024229257,0.047689847,1.0
724,PE 18:1;0_24:1;0,PE,,,,,,0,,,,,0.012548525,0.009516018,0.011032271,NA,NA,,,,,0.011547407,0.011547407,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.025519151,#DIV/0!
681,PE 18:0;0_18:0;0,PE,,,,,,0,,,0.010929873,,,,0.010929873,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.010446042,,,0.010446042,#DIV/0!,#DIV/0!,,,
1268,PS 20:1;0_20:5;0,PS,,,,,,0,,,,,,0.010756638,0.010756638,NA,NA,,0.004440304,,,0.008081414,0.006260859,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.004625205,#DIV/0!
839,PE O-17:0;0/20:1;0,PE O-,,,,,,0,,,,,0.011459776,0.009868291,0.010664034,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1173,PS 16:1;0_24:4;0,PS,,,,,,0,,0.007259147,0.005017475,,,0.006307431,0.006194684,Appeared,Up,,0.004300686,0.005296343,,0.005470044,0.005022358,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
232,HexCer 42:2;2,HexCer,,,,,,0,,,0.010455928,,,,0.010455928,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
516,PC 20:1;0_20:5;0,PC,,,,,,0,,,,,,0.010133226,0.010133226,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.023897917,#DIV/0!
1140,PS 16:0;0_16:0;0,PS,,,,,,0,0.008168445,0.005907359,0.004404887,,0.005158671,0.006956807,0.006119234,Appeared,Up,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.014125669,,,0.014125669,#DIV/0!,#DIV/0!,,,
842,PE O-17:0;0/22:1;0,PE O-,,,,,,0,,,,,0.010025123,,0.010025123,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
551,PC O-16:1;0/18:2;0,PC O-,,,,,,0,,0.010005696,,,,,0.010005696,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
851,PE O-17:1;0/20:4;0,PE O-,0.001677521,0.00646267,,,,0.004070095,,0.004349693,0.025391284,0.005992239,,0.006741231,0.010618612,1.4,0.44,,0.004866091,,,0.010998718,0.007932404,1.0,0.43,0.002883341,0.019980934,,,0.011432137,1.5,0.49,0.036553197,0.030338012,-0.3
117,DAG 16:1;0_18:3;0,DAG,,,,,,0,,0.009766256,,,,,0.009766256,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.002721236,,,0.002721236,#DIV/0!,#DIV/0!,,,
503,PC 18:3;0_20:4;0,PC,,,,,,0,0.011440546,0.00769407,,,,,0.009567308,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.006675539,,0.021116171,0.013895855,#DIV/0!,#DIV/0!,,,
854,PE O-17:1;0/22:6;0,PE O-,0.012266468,0.024262615,0.012975653,0.014838293,0.012335151,0.015335636,,0.011572813,0.040241125,0.013767482,,0.011791523,0.019343236,0.3,0.57,,0.013593393,,,0.020799702,0.017196547,0.2,0.68,0.013919354,0.034943899,0.010320876,0.018694,0.019469532,0.3,0.47,,0.036882495,#DIV/0!
791,PE O-16:0;0/22:2;0,PE O-,,,,,,0,0.007978252,0.002302411,,,0.007054483,,0.005778382,Appeared,Up,,,,,0.007126543,0.007126543,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
856,PE O-17:2;0/17:1;0,PE O-,0.001591589,0.003556691,0.002405743,0.0018962,0.001678665,0.002225777,0.000907178,0.00079457,0.000616065,0.000691323,0.000383929,0.000715013,0.00068468,-1.7,0.00,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.002293862,0.001389052,0.001247606,0.002816904,0.001936856,-0.2,0.60,0.003070693,,
934,PE O-18:2;0/22:3;0,PE O-,,,,,,0,0.007100528,0.00344695,0.006731628,,,,0.005759702,Appeared,Up,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.004495667,,,0.004495667,#DIV/0!,#DIV/0!,0.025199242,0.008805444,-1.5
858,PE O-17:2;0/20:3;0,PE O-,0.002646378,0.005908648,,,,0.004277513,,0.00358776,0.01179368,0.003463741,,0.003813074,0.005664564,0.4,0.69,,0.005939545,,,0.007631528,0.006785537,0.7,0.31,0.00296618,0.010957684,,,0.006961932,0.7,0.60,0.009106812,,
523,PC 20:2;0_22:4;0,PC,,,,,,0,,,0.00926338,,,,0.00926338,NA,NA,,,,,0.008525415,0.008525415,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
138,PE O-18:0;0/16:0;0,PE O-,,0.014522103,,0.011141511,0.00770584,0.011123151,0.064754139,0.034410993,0.043954429,0.059811628,0.088898825,0.083204497,0.062505752,2.5,0.01,0.050109614,0.034142099,0.031050488,0.018524011,0.051160624,0.036997368,1.7,0.02,0.03202981,0.064490833,0.035340339,0.091631391,0.055873094,2.3,0.04,,,
872,PE O-18:0;0/16:1;0,PE O-,0.002996945,0.004017093,0.007708272,0.003488885,0.003914597,0.004425158,0.012816654,0.008449016,0.006758629,0.009625135,0.025084198,0.017464871,0.013366417,1.6,0.02,0.012092579,0.009041219,0.003875959,0.009823905,0.022522212,0.011471175,1.4,0.06,0.00812927,0.006830589,0.008033678,0.014778928,0.009443116,1.1,0.03,0.004513382,0.122101525,4.8
535,PC 20:4;0_22:4;0,PC,,,,,,0,,,,0.009238273,,,0.009238273,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
814,PE O-16:1;0/22:1;0,PE O-,,,,,,0,0.003874375,0.005870709,0.005339019,,0.005337725,0.007263237,0.005537013,Appeared,Up,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1134,PS 14:0;0_20:1;0,PS,,,,,,0,0.007121496,0.00735167,0.00399737,0.003262422,0.005450428,0.006001554,0.005530823,Appeared,Up,,0.00184057,0.002756295,,0.004000843,0.002865903,#DIV/0!,#DIV/0!,,0.008896168,,,0.008896168,#DIV/0!,#DIV/0!,,,
408,PE O-18:0;0/18:1;0,PE O-,0.075385517,0.081444492,0.094187566,0.051945837,0.061106998,0.072814082,0.246890811,0.168654122,0.210127013,0.242061819,0.439678367,0.321244436,0.271442762,1.9,0.00,0.223553063,0.247580122,0.224086666,0.19036449,0.357136569,0.248544182,1.8,0.00,0.110111164,0.157832984,0.153489084,0.260524844,0.170489519,1.2,0.01,0.019494732,0.288591624,3.9
392,PE O-18:0;0/18:2;0,PE O-,0.074945671,0.11050062,0.076127385,0.064181253,0.062222557,0.077595497,0.088084212,0.072213409,0.093511224,0.124810269,0.134807712,0.103431906,0.102809789,0.4,0.09,0.092392712,0.106132395,0.120403244,0.108267294,0.100124459,0.105464021,0.4,0.02,0.077772978,0.083316706,0.088713293,0.103522188,0.088331291,0.2,0.36,0.019552574,0.068837522,1.8
867,PE O-18:0;0/18:3;0,PE O-,0.000799991,0.002896858,0.001668295,0.000979934,0.000884491,0.001445914,0.001161023,0.001266435,0.000762462,0.00175348,0.001326098,0.001353186,0.001270447,-0.2,0.66,0.001457368,0.000699507,0.000672728,0.001782592,0.001192652,0.001160969,-0.3,0.54,0.001861213,0.001804641,0.001839934,0.001205846,0.001677909,0.2,0.64,,0.008719404,#DIV/0!
944,PG 16:0;0_16:1;0,PG,,,,,,0,0.005663123,0.003972273,,,0.00673897,0.00564197,0.005504084,Appeared,Up,,,0.005740863,,0.005886389,0.005813626,#DIV/0!,#DIV/0!,,,,0.008627338,0.008627338,#DIV/0!,#DIV/0!,0.009214824,0.005998421,-0.6
41,Cer 36:2;2,Cer,,,,,,0,0.005710969,0.004580346,0.004422762,0.005656888,,0.007009486,0.00547609,Appeared,Up,,0.004260152,0.00681527,,0.006725659,0.005933694,#DIV/0!,#DIV/0!,,0.005676162,,,0.005676162,#DIV/0!,#DIV/0!,0.025209645,,
898,PE O-18:0;0/20:1;0,PE O-,0.096239383,0.091802881,0.108185603,0.058259328,0.077248262,0.086347091,0.261217915,0.173838764,0.208224231,0.235432757,0.515328949,0.375881045,0.294987277,1.8,0.01,0.241040202,0.290668353,0.231725465,0.171476243,0.410059908,0.268994034,1.6,0.00,0.131444629,0.167163397,0.178128298,0.281404469,0.189535198,1.1,0.01,,0.025247927,#DIV/0!
881,PE O-18:0;0/20:2;0,PE O-,0.056465127,0.085685336,0.069165649,0.038387867,0.034656309,0.056872058,0.117539424,0.083744321,0.105508879,0.124854357,0.223153924,0.163141166,0.136323678,1.3,0.01,0.111710823,0.156157244,0.134104359,0.097296504,0.168273328,0.133508451,1.2,0.00,0.07092702,0.093550693,0.094480204,0.121928578,0.095221624,0.7,0.03,0.024021056,0.069476348,1.5
435,PE O-18:0;0/20:3;0,PE O-,0.055685361,0.049478843,0.065000144,0.045163854,0.048176042,0.052700849,0.100291444,0.066605692,0.106952765,0.129866616,0.135927319,0.122634187,0.11037967,1.1,0.00,0.095510816,0.105747687,0.106066441,0.099901061,0.125681289,0.106581459,1.0,0.00,0.052775005,0.067176499,0.066913291,0.097377336,0.071060533,0.4,0.09,0.037964134,0.134367346,1.8
873,PE O-18:0;0/20:4;0,PE O-,0.300653919,0.372527487,0.215261175,0.149302641,0.188305884,0.245210221,0.309467905,0.19085609,0.396183947,0.437832011,0.413237049,0.385136015,0.35545217,0.5,0.08,0.336435446,0.602255087,0.776789251,0.388036792,0.454967737,0.511696863,1.1,0.02,0.188409704,0.234309377,0.250426455,0.357500217,0.257661438,0.1,0.83,0.032755089,0.123462885,1.9
874,PE O-18:0;0/20:5;0,PE O-,0.047299575,0.052563302,0.051316196,0.037149457,0.03975368,0.045616442,0.035633626,0.028537091,0.033326695,0.038187985,0.039784933,0.040944453,0.03606913,-0.3,0.02,0.030703636,0.056459031,0.062399447,0.024009321,0.042345005,0.043183288,-0.1,0.77,0.028615103,0.030374465,0.027946531,0.045548684,0.033121196,-0.5,0.04,0.016692413,0.102160899,2.6
1028,PG 20:4;0_22:5;0,PG,,,,,,0,,0.002875313,0.009158577,,,0.004295716,0.005443202,Appeared,Up,,0.003717188,,,0.007187474,0.005452331,#DIV/0!,#DIV/0!,,0.006185068,,,0.006185068,#DIV/0!,#DIV/0!,,,
1112,PI 18:1;0_22:4;0,PI,,,,,,0,0.00460766,0.003756473,0.008488887,,,0.004503111,0.005339033,Appeared,Up,0.004652906,0.007122788,0.010412336,,0.009826019,0.008003512,#DIV/0!,#DIV/0!,,0.008421452,,,0.008421452,#DIV/0!,#DIV/0!,,,
179,PE O-18:0;0/22:1;0,PE O-,0.027554138,0.026920601,0.040920478,0.023392122,0.026815565,0.029120581,0.106411474,0.067461263,0.065318457,0.073337532,0.162406222,0.142950902,0.102980975,1.8,0.00,0.074455864,0.077695248,0.064482635,0.03694728,0.140287862,0.078773778,1.4,0.02,0.045058256,0.06938719,0.057743127,0.101241837,0.068357602,1.2,0.01,,,
209,PE O-18:0;0/22:2;0,PE O-,0.022357117,0.031311107,0.022442421,0.011988577,0.014252173,0.020470279,0.047690046,0.027097281,0.030506522,0.039563318,0.090593772,0.065296461,0.050124567,1.3,0.03,0.040414383,0.060960826,0.05032174,0.026236686,0.075115945,0.050609916,1.3,0.01,0.036175219,0.031800255,0.021963686,0.035012931,0.031238023,0.6,0.06,,,
330,PE O-18:0;0/22:3;0,PE O-,0.049799334,0.042226462,0.05301918,0.039119393,0.038584899,0.044549854,0.113705889,0.062776627,0.095484194,0.105115558,0.157059673,0.13519095,0.111555482,1.3,0.00,0.091084208,0.1025005,0.091018004,0.072758655,0.141442803,0.099760834,1.2,0.00,0.047349646,0.062705287,0.047219123,0.092001511,0.062318892,0.5,0.11,,,
714,PE O-18:0;0/22:4;0,PE O-,0.293208132,0.368019431,0.213643341,0.141259328,0.186230063,0.240472059,0.313296568,0.226346837,0.487650639,0.5057153,0.520200808,0.472536625,0.420957796,0.8,0.02,0.382887087,0.622388938,0.822728037,0.427017827,0.526870822,0.556378542,1.2,0.01,0.212669929,0.298392921,0.26989596,0.362075355,0.285758541,0.2,0.42,,0.014122018,#DIV/0!
349,PE O-18:0;0/22:5;0,PE O-,0.126119445,0.162292572,0.143449307,0.082935022,0.086834468,0.120326163,0.197647165,0.141989559,0.244128524,0.301925612,0.258326109,0.254248672,0.233044273,1.0,0.00,0.200284091,0.313072841,0.372029633,0.231985535,0.248580349,0.27319049,1.2,0.00,0.08787241,0.13845725,0.111794299,0.167495871,0.126404958,0.1,0.80,,0.071999624,#DIV/0!
882,PE O-18:0;0/22:6;0,PE O-,0.448333575,0.598830401,0.431075089,0.278904264,0.315412019,0.41451107,0.385854016,0.220633031,0.387884889,0.451208442,0.492885794,0.414250044,0.392119369,-0.1,0.74,0.45190476,1.03449199,1.231659962,0.339484098,0.595496843,0.730607531,0.8,0.12,0.289523424,0.277386315,0.308672323,0.436223838,0.327951475,-0.3,0.27,0.010630035,0.089944721,3.1
653,PE 16:1;0_22:4;0,PE,,,,,,0,0.005013465,0.003449972,0.007754656,0.004215042,,0.006078931,0.005302413,Appeared,Up,,0.00322937,,0.006350227,0.0105162,0.006698599,#DIV/0!,#DIV/0!,,0.008671959,,,0.008671959,#DIV/0!,#DIV/0!,,,
821,PE O-16:1;0/24:4;0,PE O-,,,,,,0,,,0.008118251,,,,0.008118251,NA,NA,,,,,0.00497005,0.00497005,#DIV/0!,#DIV/0!,,0.005783255,,,0.005783255,#DIV/0!,#DIV/0!,,,
885,PE O-18:0;0/24:3;0,PE O-,0.023982078,,,,0.013528048,0.018755063,0.033909267,0.020985202,0.047961203,0.042860915,0.064325522,0.060589748,0.045105309,1.3,0.08,0.037977452,0.039149899,0.035620931,,0.040641162,0.038347361,1.0,0.01,,0.02794743,,,0.02794743,0.6,#DIV/0!,,,
886,PE O-18:0;0/24:4;0,PE O-,0.060597848,0.079022364,,,0.045314998,0.06164507,0.05240291,0.049363333,0.104622511,0.101517925,0.100253549,0.105716892,0.085646187,0.5,0.21,0.106616907,0.142124168,0.173722236,0.058373748,0.077209172,0.111609246,0.9,0.13,,0.084340102,0.063123114,,0.073731608,0.3,0.48,,,
887,PE O-18:0;0/24:5;0,PE O-,0.066584512,0.079566206,,0.038851409,,0.061667376,0.066836797,0.043572156,0.071718722,0.079480536,0.142443574,0.08194779,0.080999929,0.4,0.39,0.07077011,0.107735398,0.16415608,0.116824635,0.092864771,0.110470199,0.8,0.07,,0.032956727,0.032135104,,0.032545916,-0.9,0.16,,,
888,PE O-18:0;0/24:6;0,PE O-,,0.346807241,,,,0.346807241,,0.094163762,0.183756897,0.203334264,0.398050726,0.36603648,0.249068426,-0.5,#DIV/0!,0.330439893,0.68478721,0.763754618,,0.501378701,0.570090105,0.7,#DIV/0!,,0.121440547,0.236070859,,0.178755703,-1.0,#DIV/0!,,,
210,HexCer 34:0;2,HexCer,,,,,,0,,0.007970029,0.008031662,,,,0.008000846,NA,NA,,,0.020838681,0.016450396,,0.018644538,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.04112432,0.032323066,-0.3
319,PE O-18:1;0/16:0;0,PE O-,0.006619792,0.010408727,0.009529346,0.009572061,0.007979379,0.008821861,0.032890314,0.020700927,0.02644686,0.035460382,0.032825476,0.037780719,0.031017446,1.8,0.00,0.024581432,0.013170749,0.013613322,0.012199483,0.023493613,0.01741172,1.0,0.02,0.019370101,0.03443436,0.016561618,0.036659963,0.02675651,1.6,0.01,0.004657791,0.023489988,2.3
633,PE O-18:1;0/16:1;0,PE O-,0.001359841,0.001578537,0.001866753,0.002183209,0.001517098,0.001701088,0.008601079,0.005125043,0.006744989,0.006192687,0.005674395,0.006974788,0.006552163,1.9,0.00,0.004829883,0.003138383,0.003081539,0.005595727,0.008649629,0.005059032,1.6,0.01,0.002563128,0.005415949,0.002240208,0.006325329,0.004136153,1.3,0.03,0.300623481,0.324559847,0.1
696,PE 18:0;0_22:1;0,PE,,,,,,0,0.005675966,0.003331667,0.005129594,0.003895681,0.008387522,0.005024604,0.005240839,Appeared,Up,,,,,0.005022721,0.005022721,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
764,PE 20:2;0_22:5;0,PE,,,,,,0,,0.003213898,,0.006693429,,0.005732785,0.00521337,Appeared,Up,,,,,0.013106976,0.013106976,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.028674574,,
657,PE 16:2;0_18:1;0,PE,,,,,,0,,,,,0.007934762,,0.007934762,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,0.006640665,0.006640665,#DIV/0!,#DIV/0!,,,
494,PE O-18:1;0/18:0;0,PE O-,0.002970014,0.003167794,0.003575843,0.002355222,0.00261729,0.002937233,0.007177758,,0.006480906,0.0063691,0.00822443,0.007256716,0.007101782,1.3,0.00,0.004931232,0.004118706,,,0.004950964,0.004666967,0.7,0.00,0.003147125,0.00790958,0.004181423,,0.005079376,0.8,0.10,,,
682,PE O-18:1;0/18:1;0,PE O-,0.020689812,0.020954625,0.024123821,0.022075343,0.017207243,0.021010169,0.121924153,0.094549541,0.140652459,0.130993064,0.111091396,0.107868304,0.117846486,2.5,0.00,0.088853488,0.077553587,0.070669933,0.109484825,0.145866767,0.09848572,2.2,0.00,0.029426,0.057275771,0.043474835,0.081419771,0.052899094,1.3,0.01,0.960759008,1.073868139,0.2
645,PE O-18:1;0/18:2;0,PE O-,0.042890744,0.064038956,0.042196981,0.047495337,0.034779773,0.046280358,0.065493845,0.060188701,0.06581831,0.092364987,0.050739939,0.053213522,0.064636551,0.5,0.05,0.059155101,0.040903426,0.034970312,0.06975373,0.04776273,0.050509059,0.1,0.61,0.073024543,0.069666587,0.067083806,0.054331806,0.066026685,0.5,0.02,0.251945263,0.25700549,0.0
