Sample Name,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-B,PosMSMSALL-CAS9-B,PosMSMSALL-CAV_A,PosMSMSALL-CAV_A,PosMSMSALL-CAV_B,PosMSMSALL-CAV_B,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_B,PosMSMSALL-CAVIN_B,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-B,PosMSMSALL-CERS5-B,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-B,PosMSMSALL-Flot2-B,PosMSMSALL-RAJU-Blank,PosMSMSALL-RAJU-Blank,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_B,PosMSMSALL-SPTLC_B,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-B,PosMSMSALL-UGCG-B,PosMSMSALL-WT_A,PosMSMSALL-WT_A,PosMSMSALL-WT_B,PosMSMSALL-WT_B
"GD3 40:4;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",16.025,0,48.028,48,32.2723,17.4246,0,0,26.6539,17.5289,0,0,22.5347,14.0192,31.2589,55.4391,0,0,0,0,0,0,0,0.3998,49.5661,74.9993,0,0,0,0,0,3.7679,0,0,20.8376,26.1303,0,0,0,0,0,0
GD3 39:4;3 (LCB 18:0;2-H2O),21.9617,0,0,22.5541,0,0,11.272,28.9768,0,0,0,0,0,0,0,0,0,0,24.4973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1021,27.9778,0,0,0,0,0
GD3 40:1;2 (LCB 18:0;2-H2O),21.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2677,0,0,0,0,0,0
GD2 26:1;2 (LCB 18:0;2-2H2O),46.8707,0,53.4465,46.9678,33.9938,40.8991,0,27,46.6882,40.9956,33.9915,53.9727,0,0,0,0,0,0,0,0,0,0,41,0,0,0,27,34,0,0,0,0,33.8702,54,0,0,26.8703,27,47,47,46.9959,0
"GD3 38:0;4 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",26.9626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9875,0,0,0,0,0,0,0,27,27,0
"GD3 40:3;3 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",5.0569,0,27,26.9944,0,31.5421,0,0,46.871,56.5922,0,0,60.996,74,53.8113,60.9495,23.3923,0,0,0,0,0,26.9952,33.991,81,87.1077,0,0,0,0,26.7586,0,0,0,60.9441,68,0,0,0,0,0,0
GD2 26:0;3 (LCB 18:0;2-H2O),41,26.9905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"GD2 28:2;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD3 42:0;2 (LCB 18:0;2-H2O),28.3428,14.8218,0,0,0,0,35.3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3792,0,0,0,0,0
GD2 28:0;2 (LCB 18:0;2-2H2O),47,41,41,34,27.606,0,0,34.2119,0,0,41,41,18.9468,32.9943,60.9759,33.4062,61,41,30.8965,75.2119,34,21.4257,40.5442,61,7.0003,5.1516,41,54,0,0,21.5303,0,41,0,48.8503,13.326,47,54,18.4557,11.4557,47,25.4557
"GD2 26:0;4 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",142,115,95,81,175.2401,229.2401,105.1094,148.2401,69.808,101.0572,88.5897,158.2841,95,85.1094,99.1094,108,74,115,81,81,147.1747,169,180.1094,180.1094,162,135,113.1747,169,0,0,41,7,41,0,0,0,0,0,36.2841,61,41,0
GD3 43:4;3 (LCB 18:0;2-H2O),34,0,0,0,0,0,18.4893,30.5166,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD3 43:4;3 (LCB 18:0;2-2H2O),53.9498,26.9562,17.8149,13.9637,53.9705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9637,0,53.9478,33.9348,0,0,33.9562,0,0,0,0,0,0,0,33.9478,24.108,0,46.9423,67.9803,0.2361,27.9459,20.5178
"GD3 44:1;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",34,0,0,0,0,34,0,0,32.9048,0,0,0,39.1583,0,24.1019,0,0,0,0,0,0,0,0,27,45.4914,50.7648,0,0,0,0,27,0,0,0,0,38.9023,0,0,0,0,0,0
GD3 44:1;2 (LCB 18:0;2-H2O),0,27,0,27,0,0,35.5546,15.657,0,27,0,0,0,0,0,0,0,0,11.4151,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"GD3 44:1;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",5.5597,0,0,27,0,0,0,0,6.211,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7535,0,0,24.7541,0,0,0,0,0,0,0,0,46.431,28.8452,0,27,0,0,0,0
"GD2 31:4;2 (LCB 18:2;2-2H20,LCB 18:1;3-3H2O)",27,0,0,27,135,156,41,27,0,27,34,34,0,0,0,0,0,0,169,0,0,0,27,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,27,0,47,54
"GD3 46:1;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD3 46:1;2 (LCB 18:0;2-H2O),27,27,0,0,0,0,0,46.6468,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8494,0,0,0,0,0
"GD2 31:4;3 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",34,0,27,0,53.9947,53.988,26.9924,46.9875,27,40.9903,0,41,27,0,0,0,0,0,0,0,0,0,34,33.998,34,41,27,27,0,0,27,0,27,27,0,0,0,0,0,0,0,0
GD3 44:2;4 (LCB 18:0;2-H2O),18.1094,18.1094,0,0,0,25.8613,34.7649,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6078,0,0,0,0,0,0
GD2 32:1;2 (LCB 18:0;2-2H2O),34,54,41,65.8124,34,0,34,27,34,31.2453,34,0,38.8124,24.2453,38.2505,30.0994,27,34,47,27,61,0,31.2486,50.735,42.5356,23.0195,81,54,0,0,0,0,28.6688,0,0,22.6344,27,34,68,60.9842,41,68
