Sample Name,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-B,PosMSMSALL-CAS9-B,PosMSMSALL-CAV_A,PosMSMSALL-CAV_A,PosMSMSALL-CAV_B,PosMSMSALL-CAV_B,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_B,PosMSMSALL-CAVIN_B,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-B,PosMSMSALL-CERS5-B,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-B,PosMSMSALL-Flot2-B,PosMSMSALL-RAJU-Blank,PosMSMSALL-RAJU-Blank,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_B,PosMSMSALL-SPTLC_B,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-B,PosMSMSALL-UGCG-B,PosMSMSALL-WT_A,PosMSMSALL-WT_A,PosMSMSALL-WT_B,PosMSMSALL-WT_B
PC O-32:2 (PC),4863.5518,5169.4072,5705.8027,5696.0069,3355.6497,3202.7508,3038.2655,2911.7782,3495.5635,3269.6304,3650.3392,3950.4736,2661.123,2637.7799,3140.8024,2825.6058,2196.6392,2162.3398,2370.7795,2540.9281,3521.2163,3584.443,3356.7374,3396.8499,3795.2724,3338.1049,5070.7966,4800.7126,0,0,2118.3336,2148.0719,2319.4541,2675.4043,2432.1324,2322.8843,2145.2597,2013.8698,4952.6386,5289.4866,4483.0296,4529.0345
PC 32:8 (LPC),27.1695,12.0475,0,2.0221,0,24.6577,32,7.8526,1.7052,7.0475,22.3153,17.0475,42,39,37,16.1695,27,39,22.7306,10.1695,30.9746,8.4865,0,42,8.9746,10.8272,4.3153,24.8526,0,0,0,23,8.1695,0,0,0,0,0,22.9492,4.5102,20.1695,5.4374
PC 32:8 (PC),1683.1305,1513.5034,1620.8327,1439.9595,1948.1885,1839.1582,1622.5634,1576.4468,2253.7579,1973.6171,2464.9704,2101.4696,2236.5581,1878.7879,2149.7648,2302.7341,2509.0768,2235.1294,2784.054,2689.7573,2142.8975,1938.2429,2013.5476,2224.5191,1142.5314,1383.6457,1299.4244,1842.9919,0,0,936.3381,1011.914,1280.8004,1311.6392,1272.8962,1388.9744,1206.2725,1352.9856,1480.8524,1442.5193,1284.2147,1084.6806
PC O-32:1 (PC 104),89,93,83,74,52,47,69,54,57,49,33.4086,58.8186,47,61,59,52,34,29,34.5469,22.8549,49,62,52,54,50,39,62,52,0,0,28,25.2639,74,43.8912,47,42,34.8549,26.4149,72,67,76,69
PC O-32:1 (LPC),200.7667,259.9177,296.6894,203.3831,164.1811,154.5068,145.0475,164.1029,201.06,194.7227,152.1609,135.1126,131.4374,177.1204,195.2424,169.9379,88.8526,109.1204,73.4234,127.304,186.4638,169.7491,167,143.4374,135.8061,143.2751,165.2592,133.5656,0,0,150,117.0966,170.426,149.8526,111,67.1204,145,144,198.8072,198.3181,189.6938,207.9625
PC O-32:1 (PC),37521.4173,35886.6422,41357.4719,40056.6007,24806.538,23756.3056,20455.9,21394.938,23696.7803,23546.9046,25352.4922,25190.7625,21918.2157,22263.8235,29224.2658,27405.7404,15038.7721,13624.5679,16351.9207,15594.113,27656.8395,28330.6886,27575.1254,29782.4561,18571.3679,19782.6004,25173.174,23888.9521,0,0,19576.7457,19969.1956,26224.1805,27479.0004,17196.9321,18434.2188,16293.5676,15691.5986,33159.1742,34692.295,29740.2518,29094.8984
PC 32:7 (LPC),41.8122,0,0,13.5966,9.2708,0,0,0,0,0,0,35.2601,0,0,0,0,0,0,21.0267,0,0,0,29.3104,18.5423,2.4554,9.0258,20.0516,0,0,0,0,14.4807,0,0,0,34.8564,0,10.2138,7.9238,0,0,0
PC O-32:0 (PC 104),62.0619,86.9376,120.6648,117.8489,67.0189,52.1081,59.0828,8.0938,57.1553,66.537,89.0949,49.1568,33.1001,28.823,60.8099,65.0189,32.5405,40.4022,19.5642,35.776,55.537,58.2918,53.2384,40.0938,13.3831,21.6788,14.5151,14.2384,0,0,77.7446,58.6675,92.2192,52.4663,40.1001,34.9618,64.3007,60.2916,68.5646,82.4282,67.8738,60.0828
PC O-32:0 (LPC),285.0388,263.1662,411.23,296.1496,168.2236,177.3231,182.7663,178.2784,223.1916,185.1844,196.6714,169.9748,178.6856,158.1893,223.2435,207.0041,127.2873,100.5017,152.0432,172.3036,224.7722,253.2838,198.7744,199.2867,122.5808,141.4376,149.864,111.7723,0,0,240.0461,180.6027,288.1989,263.1394,236.5341,203.9338,146.8779,154.3142,206.4107,219.5789,203.5796,146.9816
PC O-32:0 (PC),55624.0934,54993.2724,60624.3322,60077.9689,29019.9195,28876.0106,26555.5698,27032.039,29161.6137,29398.1018,30462.3161,30467.5678,24229.0856,24122.4351,27393.3312,27815.5181,17689.0035,15209.7382,19270.1888,18578.3506,36778.8127,33870.0865,33590.9494,36732.6593,17613.4651,17804.0338,22936.8725,21400.8763,0,0,34623.6182,31785.8133,39734.8852,45530.5506,28325.7799,29032.6342,26291.0995,26975.2871,32855.228,33156.8464,31616.5996,29669.0533
PC 32:5 (PC),242.8536,233.5771,65.266,144.6249,169.7121,137.3333,8.3514,40.2943,157.1003,207.0793,180.4848,98.4621,124.3956,142.856,124.7345,146.9118,156.6311,128.3349,201.8046,113.7915,176.2145,219.7724,124.9775,169.4138,0,0,86.9744,149.6058,0,0,0,0,0,0,0,0,0,0,206.1538,295.8517,0,0
PC 32:2 (PC 104),67,57,77,69,35,57,28,52,42,39,40,59,40,51,52,52,63.8481,35,24.8102,50,44,57,17,45,43,39.3307,43.062,42,0,0,25,32,41.1634,39.4551,0,34,29,33,120,81,103,98
PC 32:2 (LPC),276.8171,252.6916,327.5469,261.9912,232.9806,249.9889,170,129.8362,201.8299,199.9832,208.8742,218.4086,189.9883,203.9703,251.7198,217.4086,180.8841,162,248,186.6916,259,176.9702,234,256.4022,151.5469,158.8949,210.2821,208.6788,0,0,115,76,135,182,123,106,86,122.9876,496.4086,489.4022,348.4022,391.2639
PC 32:2 (PC),36782.0776,37629.1207,40927.1034,41079.3321,25975.3789,25889.7474,20887.1222,20737.3615,26851.9598,27325.1412,30605.8789,29961.2966,28955.1492,27687.9621,34261.922,36052.0731,25284.0016,22920.9,25781.8433,27814.8535,33001.8479,30816.2024,29977.3071,30396.4812,20002.5761,21826.6322,29178.8128,27893.8512,0,0,14018.9757,14819.4797,18738.6772,20941.1678,12789.073,13688.4315,12220.8112,12316.4475,66980.4777,64764.2345,55648.7975,53740.7015
PC 32:1 (PC 104),305.3043,234.7858,280.7477,280.6272,315.9741,273.7858,213.9255,244.6497,278.6841,283.7833,271.0265,309.7636,359.1121,331.861,389.3726,408.9601,283.7195,225.5719,284.6717,270.8901,378.505,350.7858,327.3168,347.0011,187.2658,272.6454,393.1432,294.4311,0,0,164.4085,136.408,176.1826,232.6726,197,151.7309,156.1726,184.4878,431.9357,422.806,384.1091,308.4388
PC 32:1 (LPC),1248.2931,1240.9742,1329.4461,1317.6632,1291.3727,1188.8235,1195.2048,1128.0008,1210.555,1282.8351,1277.0672,1222.7417,1597.8533,1558.3397,1814.3881,1804.1401,1301.4523,1240.551,1301.167,1452.609,1625.7914,1574.5226,1540.7881,1613.8989,1157.3106,1437.3286,1625.8261,1590.5801,0,0,750.4619,848.4225,933.2442,1029.3715,916.4051,860.6278,839.9711,886.8308,1696.4632,1601.4187,1491.8182,1411.1368
PC 32:1 (PC),116906.8213,123758.4351,126005.8364,129498.7762,119881.2887,117016.3175,104885.7931,118971.1882,106607.1092,119926.8229,109690.456,107252.2373,118078.6363,109520.848,116280.252,118361.7268,121679.1987,135025.9914,123163.148,120364.2429,119884.2712,121081.8405,111198.7302,129396.2404,110867.1975,118893.8064,119801.6121,114291.7909,0,0,108098.6395,99326.4574,114230.4539,107152.8434,111937.5978,114160.1618,108300.7391,109986.9315,121017.4493,117635.8701,124784.0976,116563.1271
PC 32:0 (PC 104),187.752,224.3572,250.7757,214.206,195.7117,147.5748,167.6948,111.1665,104.0842,174.1608,141.2711,145.94,123.7548,122.2063,69.2975,100.2858,81.302,110.2368,89.8524,103.3404,137.9987,122.5654,117.2763,116.8134,71.9036,85.8849,51.2731,136.3861,0,0,170.5804,182.0329,223.7871,139.5231,126.6984,156.3191,146.3282,108.6249,154.796,128.8851,83.2862,116.1034
PC 32:0 (LPC),1060.5514,1045.6628,1264.4089,1113.5637,863.0381,848.1813,749.2581,780.6857,724.2616,712.0591,799.8417,732.4134,516.2845,453.359,459.2134,475.2556,476.7581,467.853,417.7899,536.0579,664.1016,647.9567,732.8481,741.621,374.313,330.8546,390.9585,457.7221,0,0,730.8457,847.1572,847.2193,863.9873,635.7134,718.0217,692.7653,668.7847,610.0157,725.4674,652.3987,721.6879
PC 32:0 (PC),103269.0955,93987.7642,90382.655,90994.6059,78562.7175,78036.9969,87180.5383,94467.9665,82417.1386,94465.2362,97006.6273,86526.995,70384.514,60235.1063,54305.5774,61813.2019,69734.7111,64212.2977,80292.5845,77719.4669,82420.4043,70854.2086,83885.6333,77708.9346,59895.9466,56726.4885,65964.5322,73174.3839,0,0,102643.6558,113041.0848,109219.2749,95154.2766,98721.3214,99080.7049,102288.8399,99917.5801,78750.5578,78010.4883,83313.3707,78863.2308
PC O-34:5 (PC 104),24.1538,44.7144,44.6307,42.1078,77.8223,91.8034,80.0417,62.2985,82.0403,63.7196,31.0578,48.8373,24.6882,49.7764,42.6705,27.5905,38.4684,41.73,40.121,39.5892,63.0956,12.5108,36.9767,63.3332,57.9328,26.2943,50.0984,31.1407,0,0,51.9708,76.5323,52.8129,64.643,82.7134,57.7858,55.9555,49.937,23.3731,15.2559,20.3008,27.0432
PC O-34:5 (LPC),84.4118,115.7561,142.4499,134.3506,262.8466,237.9353,177.7781,233.0821,178.6749,206.7136,165.8506,191.6266,114.9265,119.2474,116.8271,121.2519,118.6042,195.9775,80.8336,102.7451,107.527,122.3247,132.624,128.1613,100.4474,99.8015,145.4127,157.0626,0,0,181.5386,249.9414,161.4268,210.8409,163.5486,128.1852,161.1206,147.955,145.3574,143.6681,69.0612,83.6061
